id,listingIsTopRated,sellerFeedbackScore,sellerPositivePercent,sellerIsTopRated,price,endAtWeekend,endAtEvening,length,isBroken,isUsed,isSet,freeShipping,isSold
265976219930,0,719,100.0,0,88.67,1,1,7,0,0,0,0,1
185644832140,0,1280,100.0,0,5.0,1,1,7,0,0,0,0,1
325414030215,0,352,100.0,0,10.0,1,1,7,0,1,0,0,1
185647730376,0,443,100.0,0,3.99,1,1,7,0,1,0,0,1
234768762616,0,1071,94.4,0,4.99,1,1,7,0,0,0,0,1
185647730372,0,443,100.0,0,6.0,1,1,7,0,0,0,0,1
265976310150,0,1606,98.4,0,2.99,1,1,5,0,0,0,0,1
225239796722,0,372,96.8,0,17.0,1,1,7,0,0,1,0,1
255814107960,0,470,100.0,0,7.5,1,1,7,0,0,0,0,1
385216101360,0,141,96.7,0,1.0,1,1,7,0,1,0,0,1
155242922211,0,1157,100.0,0,3.0,1,1,7,0,0,0,1,1
364040142870,0,935,99.5,0,28.0,1,1,7,0,0,1,0,1
195456566903,0,1002,99.5,0,3.99,1,1,7,0,1,0,0,1
155242986972,0,280,100.0,0,9.99,1,1,7,0,0,1,0,1
204144339727,0,1042,99.6,0,30.0,1,1,7,0,1,1,1,1
285028985078,0,583,100.0,0,0.99,1,1,7,0,1,0,0,1
225239699287,0,352,100.0,0,30.0,1,1,7,0,1,0,0,1
385216309913,0,124,100.0,0,5.0,1,1,5,0,1,0,0,1
234768310292,0,3156,99.7,0,4.99,1,1,7,0,1,0,0,1
304691427993,0,582,100.0,0,2.99,1,1,7,0,1,1,0,1
185647813398,0,720,100.0,0,4.95,1,1,7,0,0,0,0,1
225239799887,0,749,100.0,0,49.99,1,1,5,0,0,0,0,1
374340331109,0,17,100.0,0,5.0,1,0,6,0,0,0,0,1
225239787931,0,328,100.0,0,4.0,1,1,7,0,0,1,0,1
155242851862,0,951,99.6,0,4.95,1,1,7,0,0,0,0,1
204144520896,0,247,99.0,0,15.99,1,1,7,0,0,1,0,1
